EM series	continNum 	Location	pre  	post   	type    	sec-tions   	part-ner Num-ber	post1     	post2   	post3 	post4   
N2U	5315	NR 45 deg	RIS	RIBR,AVEL,URYVR,OLLR	chemical	5	4	RIBR	AVEL	URYVR	OLLR
N2U	5449	NR 45 deg	IL1DR	RMDVR,dBWMR3	chemical	5	2	RMDVR	dBWMR3		
N2U	9594	NR 45 deg	SMBVL	vBWML7	chemical	5	1	vBWML7			
N2U	9603	NR 45 deg	RIML	SAAVR,SMDDL,RIML	chemical	5	3	SAAVR	SMDDL	RIML	
N2U	1076	NR in plane	OLQDL	RICR	chemical	5	1	RICR			
N2U	2434	NR in plane	AIAL	AIBL,ASEL,AWCR,ASER	chemical	5	4	AIBL	ASEL	AWCR	ASER
N2U	2727	NR in plane	RMGL	RMDR,RMDVL	chemical	5	2	RMDR	RMDVL		
N2U	3285	NR in plane	ASER	AIYR,AIBR	chemical	5	2	AIYR	AIBR		
N2U	3425	NR in plane	URYDL	RMDDR,RMDVL	chemical	5	2	RMDDR	RMDVL		
N2U	3426	NR in plane	URYDL	RMDDR,RMDVL	chemical	5	2	RMDDR	RMDVL		
N2U	3733	NR in plane	RMDDR	dBWML2	chemical	5	1	dBWML2			
N2U	3974	NR in plane	ADAR	RIPR,PVR.,AVBL,RIVR,AVJL	chemical	5	5	RIPR	PVR	AVBL	
N2U	4134	NR in plane	RIMR	RMDL,dBWML5	chemical	5	2	RMDL	dBWML5		
N2U	4491	NR in plane	SAADR	RIML,AVAR	chemical	5	2	RIML	AVAR		
N2U	4826	NR in plane	CEPDR	OLLR,AVEL	chemical	5	2	OLLR	AVEL		
N2U	5105	NR in plane	DVC	RMFL,RIGL	chemical	5	2	RMFL	RIGL		
N2U	5446	NR in plane	SMBDR	RMED,dBWML1,dBWML2	chemical	5	3	RMED	dBWML1	dBWML2	
N2U	5523	NR in plane	URADR	dBWMR1,RIPR	chemical	5	2	dBWMR1	RIPR		
N2U	9404	NR in plane	CEPDL	URYDL,RMDVL	chemical	5	2	URYDL	RMDVL		
N2U	9632	NR in plane	ASKR	AIAR	chemical	5	1	AIAR			
N2U	9642	NR in plane	ASKR	AIAR	chemical	5	1	AIAR			
N2U	912	Not NR	AVM	ALML	electrical	5	1	ALML			
N2U	6050	Not NR	DVC	AIBR	electrical	5	1	AIBR			
N2U	6071	Not NR	PVQR	ASKR	electrical	5	1	ASKR			
N2U	6080	Not NR	PVPR	AQR	electrical	5	1	AQR			
N2U	6096	Not NR	RIMR	AVEL	electrical	5	1	AVEL			
N2U	6101	Not NR	PVPR	AQR	electrical	5	1	AQR			
N2U	6108	Not NR	RIML	AIYL	electrical	5	1	AIYL			
N2U	6130	Not NR	SMBVL	AVKL	electrical	5	1	AVKL			
N2U	6150	Not NR	PVPR	AVKL	electrical	5	1	AVKL			
N2U	6224	Not NR	VB02	AVBL	electrical	5	1	AVBL			
N2U	6227	Not NR	PVCR	AVJL	electrical	5	1	AVJL			
N2U	6488	Not NR	AVBR	AVBL	electrical	5	1	AVBL			
N2U	6558	Not NR	RIGR	RIGL	electrical	5	1	RIGL			
N2U	8173	Not NR	VB04	AVBR	electrical	5	1	AVBR			
N2U	8177	Not NR	FLPR	DA01	electrical	5	1	DA01			
N2U	8182	Not NR	RID	RID	electrical	5	1	RID			
N2U	8984	Not NR	VD01	SMDDR	electrical	5	1	SMDDR			
N2U	9428	Not NR	PVCR	PVCL	electrical	5	1	PVCL			
N2U	10211	Not NR	DB03	DB02	electrical	5	1	DB02			
N2U	10234	Not NR	VD07_old	VD06	electrical	5	1	VD06			
N2U	10284	Not NR	PVPL	AQR	electrical	5	1	AQR			
N2U	920	NR 45 deg	RIML	AVEL	electrical	5	1	AVEL			
N2U	2739	NR 45 deg	RMGL	IL2L	electrical	5	1	IL2L			
N2U	4879	NR 45 deg	RIBR	RIBR	electrical	5	1	RIBR			
N2U	4886	NR 45 deg	RMEV	GLRVL	electrical	5	1	GLRVL			
N2U	5365	NR 45 deg	RIBR	OLQVR	electrical	5	1	OLQVR			
N2U	5587	NR 45 deg	URBR	OLQVR	electrical	5	1	OLQVR			
N2U	5676	NR 45 deg	PVQL	ASKL	electrical	5	1	ASKL			
N2U	9517	NR 45 deg	RIML	AVAR	electrical	5	1	AVAR			
N2U	9667	NR 45 deg	PVQR	ASKR	electrical	5	1	ASKR			
N2U	3712	NR in plane	ASKL	ASHL	electrical	5	1	ASHL			
N2U	4477	NR in plane	RMED	GLRDR	electrical	5	1	GLRDR			
N2U	4877	NR in plane	AVER	AVEL	electrical	5	1	AVEL			
N2W	92		MI	M2R	electrical	5	1	M2R			
N2W	209		M3L	pm4VL	chemical	5	1	pm4VL			
N2W	613		NSMR	pm5VR,bm	chemical	5	2	pm5VR	bm		
N2W	640		NSMR	pm5VR,bm	chemical	5	2	pm5VR	bm		
JSE	256		AVAR	LUAL,PVCL	chemical	4	2	LUAL	PVCL		
JSE	262		PHBL	AVAR,PVCL	chemical	4	2	AVAR	PVCL		
JSE	278		PHBL	AVAR,PVCL	chemical	4	2	AVAR	PVCL		
JSE	284		PVNR	PVWL,hyp	chemical	4	2	PVWL	hyp		
JSE	299		PQR	AVDR,AVAR	chemical	4	2	AVDR	AVAR		
JSE	339		DVB	DD06,AVL	chemical	4	2	DD06	AVL		
JSE	344		LUAL	AVAL,AVDL	chemical	4	2	AVAL	AVDL		
JSE	366		PHBR	AVAL,PVCL	chemical	4	2	AVAL	PVCL		
JSE	379		LUAL	AVAL,AVAR	chemical	4	2	AVAL	AVAR		
JSE	383		PHBL	AVAL,PVCL	chemical	4	2	AVAL	PVCL		
JSE	385		LUAR	AVAR,PVCR	chemical	4	2	AVAR	PVCR		
JSE	386		LUAR	AVJR,AVAR	chemical	4	2	AVJR	AVAR		
JSE	391		PHCR	VA12,PVCR	chemical	4	2	VA12	PVCR		
JSE	396		PHBL	AVAL,PVCL	chemical	4	2	AVAL	PVCL		
JSE	398		PHCR	PVQR,DVA,DA09	chemical	4	3	PVQR	DVA	DA09	
JSE	405		PHCR	PVCR,LUAR	chemical	4	2	PVCR	LUAR		
JSE	418		PVNL	PVCL,AVAL	chemical	4	2	PVCL	AVAL		
JSE	429		PHCR	DVA	chemical	4	1	DVA			
JSE	2255		PDEL	DVA,PDER	chemical	4	2	DVA	PDER		
JSE	678		PVT	PVPR	electrical	4	1	PVPR			
JSE	693		PVPR	AVL	electrical	4	1	AVL			
JSE	710		PVCR	AVAR	electrical	4	1	AVAR			
JSE	732		hyp	PVPL	electrical	4	1	PVPL			
JSE	765		PVPL	AVHR	electrical	4	1	AVHR			
JSE	838		DVB	AS11	electrical	4	1	AS11			
JSE	869		DA08	AVAR	electrical	4	1	AVAR			
JSE	925		hyp	AS11	electrical	4	1	AS11			
JSE	932		VD12	PVPR	electrical	4	1	PVPR			
JSE	944		VD12	PVPR	electrical	4	1	PVPR			
JSE	956		VD12	AVHR	electrical	4	1	AVHR			
JSE	983		VD12	PVPR	electrical	4	1	PVPR			
JSE	1000		LUAL	AVJL	electrical	4	1	AVJL			
JSE	1005		PVWR	PVCR	electrical	4	1	PVCR			
JSE	1035		PVPR	PHAL	electrical	4	1	PHAL			
JSE	1063		PVQR	PVQL	electrical	4	1	PVQL			
JSE	1067		PVT	PVPL	electrical	4	1	PVPL			
JSE	1185		VD13	PVPL	electrical	4	1	PVPL			
JSE	1220		PHCR	DA09	electrical	4	1	DA09			
JSE	1824		DA08	AVAL	electrical	4	1	AVAL			
JSE	1826		PVR.	PDER	electrical	4	1	PDER			
JSE	1969		PVR.	PVNR	electrical	4	1	PVNR			
JSE	2454		PVCR	PLMR	electrical	4	1	PLMR			
N2U	402	Not NR	ASGR	AIAR	chemical	4	1	AIAR			
N2U	469	Not NR	AWCR	AWCL,AIYL	chemical	4	2	AWCL	AIYL		
N2U	479	Not NR	AIZL	SMBVL,SMBDL	chemical	4	2	SMBVL	SMBDL		
N2U	502	Not NR	RIH	AIZR,RIAR	chemical	4	2	AIZR	RIAR		
N2U	516	Not NR	AFDR	AIYR	chemical	4	1	AIYR			
N2U	528	Not NR	ASJL	PVQL	chemical	4	1	PVQL			
N2U	549	Not NR	ASHL	DROP-unk,AVBL,ADLL	chemical	4	3	DROP-unk	AVBL	ADLL	
N2U	573	Not NR	AIZL	AIBR,RIML,AVER	chemical	4	3	AIBR	RIML	AVER	
N2U	593	Not NR	SAAVL	RIMR,AVAL	chemical	4	2	RIMR	AVAL		
N2U	601	Not NR	SDQR	AVBL,RMHR	chemical	4	2	AVBL	RMHR		
N2U	638	Not NR	RIH	RIBL,RIAL	chemical	4	2	RIBL	RIAL		
N2U	639	Not NR	RIBL	AUAL,RIAL	chemical	4	2	AUAL	RIAL		
N2U	719	Not NR	ADFR	RIAR,SMBVR	chemical	4	2	RIAR	SMBVR		
N2U	1333	Not NR	AWCR	ASEL,AIYR,AIBR	chemical	4	3	ASEL	AIYR	AIBR	
N2U	3236	Not NR	AIYR	RIBR,AIZR	chemical	4	2	RIBR	AIZR		
N2U	3409	Not NR	AIZR	RIAR	chemical	4	1	RIAR			
N2U	3880	Not NR	AIAR	AIBR,ADLR	chemical	4	2	AIBR	ADLR		
N2U	4864	Not NR	AIZL	AIBR,AVKR,AVER	chemical	4	3	AIBR	AVKR	AVER	
N2U	5791	Not NR	DVC	AVAR,AVAL	chemical	4	2	AVAR	AVAL		
N2U	5826	Not NR	RIFR	AVBR,RIMR	chemical	4	2	AVBR	RIMR		
N2U	5829	Not NR	AIAR	AIBR,ADAR,RIFR	chemical	4	3	AIBR	ADAR	RIFR	
N2U	5832	Not NR	AIZR	RIAR,SMBDR	chemical	4	2	RIAR	SMBDR		
N2U	5836	Not NR	SDQL	AVAL	chemical	4	1	AVAL			
N2U	5852	Not NR	AIZL	RIAL	chemical	4	1	RIAL			
N2U	5853	Not NR	ASHL	AIBL,AIAL	chemical	4	2	AIBL	AIAL		
N2U	5863	Not NR	ASHL	RIML,RIAL	chemical	4	2	RIML	RIAL		
N2U	5868	Not NR	ADFR	RIAR,ADAR,ASHR	chemical	4	3	RIAR	ADAR	ASHR	
N2U	5877	Not NR	FLPR	FLPL,AVAR,AVAL	chemical	4	3	FLPL	AVAR	AVAL	
N2U	5900	Not NR	AIAR	AIBR,RIFR	chemical	4	2	AIBR	RIFR		
N2U	5901	Not NR	FLPL	AVAL,AVAR	chemical	4	2	AVAL	AVAR		
N2U	5904	Not NR	AIYL	RIAL,AIZL	chemical	4	2	RIAL	AIZL		
N2U	5907	Not NR	AWAL	AIZL	chemical	4	1	AIZL			
N2U	5921	Not NR	AIBR	RIML,AVBR	chemical	4	2	RIML	AVBR		
N2U	5923	Not NR	AIZR	SMBVR,SMBDR	chemical	4	2	SMBVR	SMBDR		
N2U	6387	Not NR	FLPL	AVAR,AVDR	chemical	4	2	AVAR	AVDR		
N2U	6530	Not NR	AVER	SABVR,SABVL,AVAR,DA01	chemical	4	4	SABVR	SABVL	AVAR	DA01
N2U	6561	Not NR	AVL.	DD01,vBWMR8	chemical	4	2	DD01	vBWMR8		
N2U	6592	Not NR	VA02	VD02,vBWMR8,DD01	chemical	4	3	VD02	vBWMR8	DD01	
N2U	6614	Not NR	AVDL	AVAL,DA01,AVAR	chemical	4	3	AVAL	DA01	AVAR	
N2U	6617	Not NR	AVAL	DA02,DA01,AVAR	chemical	4	3	DA02	DA01	AVAR	
N2U	6675	Not NR	AVDR	AVAL,AVAR	chemical	4	2	AVAL	AVAR		
N2U	6795	Not NR	AVAL	PVCR,DA02,VA02	chemical	4	3	PVCR	DA02	VA02	
N2U	6810	Not NR	VB02	VA03,DD01,vBWMR10	chemical	4	3	VA03	DD01	vBWMR10	
N2U	6843	Not NR	HSNR	vBWMR10,VC02	chemical	4	2	vBWMR10	VC02		
N2U	7205	Not NR	v-blue-134	AVAL,AVDR	chemical	4	2	AVAL	AVDR		
N2U	7362	Not NR	AVAL	DA05,VA06	chemical	4	2	DA05	VA06		
N2U	7878	Not NR	AVDR	DVC	chemical	4	1	DVC			
N2U	8148	Not NR	DA01	dBWML6,VD01	chemical	4	2	dBWML6	VD01		
N2U	8487	Not NR	DA03	VD04,dBWML11	chemical	4	2	VD04	dBWML11		
N2U	8731	Not NR	DA04	VD05,dBWMR13	chemical	4	2	VD05	dBWMR13		
N2U	8956	Not NR	ADER	AVAL,RIGR	chemical	4	2	AVAL	RIGR		
N2U	9005	Not NR	FLPR	AVBR,AVER	chemical	4	2	AVBR	AVER		
N2U	9986	Not NR	VB02	DD01,vBWML9,VD02	chemical	4	3	DD01	vBWML9	VD02	
N2U	10378	Not NR	HSNR	vm2	chemical	4	1	vm2			
N2U	651	NR 45 deg	SAAVL	RMFR,RIMR,AVAL	chemical	4	3	RMFR	RIMR	AVAL	
N2U	670	NR 45 deg	AIZR	AIBL,RIMR	chemical	4	2	AIBL	RIMR		
N2U	674	NR 45 deg	AIZR	AIBL,RIMR	chemical	4	2	AIBL	RIMR		
N2U	681	NR 45 deg	RIAR	SMDDR,SMDVL	chemical	4	2	SMDDR	SMDVL		
N2U	684	NR 45 deg	SMBVR	vBWMR7,SAADR	chemical	4	2	vBWMR7	SAADR		
N2U	690	NR 45 deg	RIVL	vBWMR7	chemical	4	1	vBWMR7			
N2U	756	NR 45 deg	RIAR	RMDVL,RMDDR	chemical	4	2	RMDVL	RMDDR		
N2U	760	NR 45 deg	RIAR	RMDDR,RMDVL	chemical	4	2	RMDDR	RMDVL		
N2U	768	NR 45 deg	URYVR	RMDVL,RMDDR	chemical	4	2	RMDVL	RMDDR		
N2U	771	NR 45 deg	URYVR	RMDVL	chemical	4	1	RMDVL			
N2U	773	NR 45 deg	RMDVL	vBWMR4,RMDDR	chemical	4	2	vBWMR4	RMDDR	RMDDR	
N2U	781	NR 45 deg	RIAR	RMDDR,RMDVL	chemical	4	2	RMDDR	RMDVL		
N2U	782	NR 45 deg	RMDVL	vBWMR4,RMDDR	chemical	4	2	vBWMR4	RMDDR		
N2U	784	NR 45 deg	RMDVL	RMDDR,vBWMR2,vBWMR4	chemical	4	3	RMDDR	vBWMR2	vBWMR4	
N2U	792	NR 45 deg	RIAR	RIAL,SMDDR	chemical	4	2	RIAL	SMDDR		
N2U	819	NR 45 deg	RIAL	RMDDR,RMDVL	chemical	4	2	RMDDR	RMDVL		
N2U	823	NR 45 deg	RMED	vBWMR3,vBWML2,vBWMR2	chemical	4	3	vBWMR3	vBWML2	vBWMR2	
N2U	858	NR 45 deg	RMED	vBWMR3,vBWMR2,SMDDR	chemical	4	3	vBWMR3	vBWMR2	SMDDR	
N2U	901	NR 45 deg	ADER	AVDR,FLPR	chemical	4	2	AVDR	FLPR		
N2U	956	NR 45 deg	RICR	AVAL,SMDDR	chemical	4	2	AVAL	SMDDR		
N2U	1047	NR 45 deg	RIAL	SMDDL,obj25487,obj25486,obj25485,obj25484	chemical	4	5	SMDDL	obj25487	obj25486	
N2U	1060	NR 45 deg	SMDVR	SMDDL,RIAL	chemical	4	2	SMDDL	RIAL		
N2U	1066	NR 45 deg	SAAVR	AVAR,SMDDL	chemical	4	2	AVAR	SMDDL		
N2U	1070	NR 45 deg	RIAR	SMDVR,SMDDL	chemical	4	2	SMDVR	SMDDL		
N2U	1087	NR 45 deg	RIAL	RMDVR,RMDDL	chemical	4	2	RMDVR	RMDDL		
N2U	1098	NR 45 deg	RIAL	RMDVR,RMDDL	chemical	4	2	RMDVR	RMDDL		
N2U	1111	NR 45 deg	IL1L	vBWML1,RMDDL	chemical	4	2	vBWML1	RMDDL		
N2U	1113	NR 45 deg	IL1L	vBWML4,RMDVR,vBWML1	chemical	4	3	vBWML4	RMDVR	vBWML1	
N2U	1137	NR 45 deg	RIAL	RMDL,RMDVR,RMDVL	chemical	4	3	RMDL	RMDVR	RMDVL	
N2U	1138	NR 45 deg	RIAL	RMDVR,RMDL	chemical	4	2	RMDVR	RMDL		
N2U	1190	NR 45 deg	SAAVL	AVAL,RIMR	chemical	4	2	AVAL	RIMR		
N2U	1345	NR 45 deg	RIH	RIAL,AIZL	chemical	4	2	RIAL	AIZL		
N2U	1353	NR 45 deg	ADFL	AIZL,RIAL,RIBL	chemical	4	3	AIZL	RIAL	RIBL	
N2U	1394	NR 45 deg	ADFL	AIZL,RIAL	chemical	4	2	AIZL	RIAL		
N2U	1530	NR 45 deg	AFDL	AIYL	chemical	4	1	AIYL			
N2U	1675	NR 45 deg	ADFR	RIAR,RIGR,URXR	chemical	4	3	RIAR	RIGR	URXR	
N2U	1712	NR 45 deg	ADLL	AIBL,AIAL,ASER	chemical	4	3	AIBL	AIAL	ASER	
N2U	1715	NR 45 deg	ADLL	AVBL,AVAL	chemical	4	2	AVBL	AVAL		
N2U	1865	NR 45 deg	URBR	RMGR,URXR,ADAR,CEPVR	chemical	4	4	RMGR	URXR	ADAR	CEPVR
N2U	1868	NR 45 deg	URXR	AUAR,RIAR	chemical	4	2	AUAR	RIAR		
N2U	1878	NR 45 deg	URXR	RMDR,SMBVR,SIAVR	chemical	4	3	RMDR	SMBVR	SIAVR	
N2U	1936	NR 45 deg	URXL	ADAL,RICL	chemical	4	2	ADAL	RICL		
N2U	1958	NR 45 deg	ADLR	RICR,URBR	chemical	4	2	RICR	URBR		
N2U	2360	NR 45 deg	RIMR	AIBL,RIBR	chemical	4	2	AIBL	RIBR		
N2U	2485	NR 45 deg	AIBR	RIML,SMDDL	chemical	4	2	RIML	SMDDL		
N2U	2953	NR 45 deg	RICL	AVAR,SMDDL	chemical	4	2	AVAR	SMDDL		
N2U	3227	NR 45 deg	CEPVL	OLQVL,RICL,RICR	chemical	4	3	OLQVL	RICL	RICR	
N2U	3381	NR 45 deg	OLLL	RMDDL,AVER	chemical	4	2	RMDDL	AVER		
N2U	3396	NR 45 deg	RIS	RMDL,CEPVL	chemical	4	2	RMDL	CEPVL		
N2U	3511	NR 45 deg	CEPshDL	SAAVL,AFDL	chemical	4	2	SAAVL	AFDL		
N2U	3568	NR 45 deg	RIR	RIGR,AIZR,AVEL	chemical	4	3	RIGR	AIZR	AVEL	
N2U	3571	NR 45 deg	CEPshVR	RIAR,BAGL	chemical	4	2	RIAR	BAGL		
N2U	3605	NR 45 deg	SAADL	RIML,AVAL,RIMR	chemical	4	3	RIML	AVAL	RIMR	
N2U	3659	NR 45 deg	RMDVR	RMDDL,vBWML2	chemical	4	2	RMDDL	vBWML2		
N2U	3661	NR 45 deg	IL1VL	vBWML2,RMDDL	chemical	4	2	vBWML2	RMDDL		
N2U	3661	NR 45 deg	IL1VL	vBWML2,RMDDL,RIPL	chemical	4	3	vBWML2	RMDDL	RIPL	
N2U	3675	NR 45 deg	RMDVR	RMDDL,vBWML1,vBWML4	chemical	4	3	RMDDL	vBWML1	vBWML4	
N2U	3742	NR 45 deg	OLLR	AVEL,RMDDR	chemical	4	2	AVEL	RMDDR		
N2U	3818	NR 45 deg	RMER	dBWML3	chemical	4	1	dBWML3			
N2U	3824	NR 45 deg	RMER	dBWML4,dBWML3	chemical	4	2	dBWML4	dBWML3		
N2U	3937	NR 45 deg	PVR.	RIPR,AVBR	chemical	4	2	RIPR	AVBR		
N2U	3939	NR 45 deg	IL2VR	RIPR,URAVR	chemical	4	2	RIPR	URAVR		
N2U	3951	NR 45 deg	RIPR	pharyngealepithelium	chemical	4	1	pharyngealepithelium			
N2U	3994	NR 45 deg	IL1DR	RIPR,dBWMR3,RMDDL	chemical	4	3	RIPR	dBWMR3	RMDDL	
N2U	4068	NR 45 deg	RMDR	RMDVL,RIAL,RIAR	chemical	4	3	RMDVL	RIAL	RIAR	
N2U	4082	NR 45 deg	RIAL	RMDVL,RMDR	chemical	4	2	RMDVL	RMDR	RMDR	
N2U	4100	NR 45 deg	IL1R	AVER,RMDR	chemical	4	2	AVER	RMDR		
N2U	4115	NR 45 deg	OLLL	RIBL,AVER	chemical	4	2	RIBL	AVER		
N2U	4259	NR 45 deg	AINR	RIBL,BAGR	chemical	4	2	RIBL	BAGR		
N2U	4385	NR 45 deg	RIAL	RIVL,SMDDR	chemical	4	2	RIVL	SMDDR		
N2U	4527	NR 45 deg	RIML	AVAL,SAAVL	chemical	4	2	AVAL	SAAVL		
N2U	4545	NR 45 deg	RIML	RMDR,dBWMR5	chemical	4	2	RMDR	dBWMR5		
N2U	4583	NR 45 deg	IL2L	OLQDL,RIH,OLQVL	chemical	4	3	OLQDL	RIH	OLQVL	
N2U	4591	NR 45 deg	IL2L	RIH,OLQDL	chemical	4	2	RIH	OLQDL		
N2U	4622	NR 45 deg	BAGR	RIAL,RIGL	chemical	4	2	RIAL	RIGL		
N2U	4786	NR 45 deg	URAVL.	RMEV,vBWML1	chemical	4	2	RMEV	vBWML1		
N2U	4939	NR 45 deg	RMFL	AVKR,RMDR	chemical	4	2	AVKR	RMDR		
N2U	5096	NR 45 deg	URYVL	AVER,SMDVR	chemical	4	2	AVER	SMDVR		
N2U	5119	NR 45 deg	IL2VL	IL1VL,RIPL	chemical	4	2	IL1VL	RIPL		
N2U	5123	NR 45 deg	IL2VL	RMEL,RIPL,IL1VL	chemical	4	3	RMEL	RIPL	IL1VL	
N2U	5151	NR 45 deg	RMER	dBWML3,vBWML1	chemical	4	2	dBWML3	vBWML1		
N2U	5203	NR 45 deg	IL1R	vBWMR4,RMDVL	chemical	4	2	vBWMR4	RMDVL		
N2U	5214	NR 45 deg	IL1VL	RMDDL,vBWML1	chemical	4	2	RMDDL	vBWML1		
N2U	5222	NR 45 deg	IL1VR	RMDDR,vBWMR2	chemical	4	2	RMDDR	vBWMR2		
N2U	5300	NR 45 deg	RIAL	RMDDR,RMDVL	chemical	4	2	RMDDR	RMDVL		
N2U	5319	NR 45 deg	RIBL	AVER,SMDVR	chemical	4	2	AVER	SMDVR		
N2U	5472	NR 45 deg	IL2DR	IL1DR,RIPR,RMER	chemical	4	3	IL1DR	RIPR	RMER	
N2U	9347	NR 45 deg	URBR	URXR,IL1R	chemical	4	2	URXR	IL1R		
N2U	9772	NR 45 deg	URYVR	SIBVL,AVBL,SIBDR	chemical	4	3	SIBVL	AVBL	SIBDR	
N2U	818	NR in plane	RIAL	RMDDR,RMDVL	chemical	4	2	RMDDR	RMDVL		
N2U	866	NR in plane	SAADR	RIML,AVAR	chemical	4	2	RIML	AVAR		
N2U	1527	NR in plane	FLPR	AVDR,ADER	chemical	4	2	AVDR	ADER		
N2U	2106	NR in plane	CEPDL	URADL,RIPL,OLQDL,RICR	chemical	4	4	URADL	RIPL	OLQDL	RICR
N2U	2117	NR in plane	IL2DL	RMEL,URADL,RMER	chemical	4	3	RMEL	URADL	RMER	
N2U	2274	NR in plane	AIZL	AIAL,AIBL	chemical	4	2	AIAL	AIBL		
N2U	2941	NR in plane	SMBDR	dBWML6,RMED,dBWML2	chemical	4	3	dBWML6	RMED	dBWML2	
N2U	2944	NR in plane	SMBDR	dBWMR7,dBWML6,RMED	chemical	4	3	dBWMR7	dBWML6	RMED	
N2U	3077	NR in plane	RIBL	AVDR,AVEL,AIBR	chemical	4	3	AVDR	AVEL	AIBR	
N2U	3080	NR in plane	RIBL	AUAL,AVEL,AIBR	chemical	4	3	AUAL	AVEL	AIBR	
N2U	3279	NR in plane	SAAVR	IL1DL,RIPL	chemical	4	2	IL1DL	RIPL		
N2U	3449	NR in plane	RIR	DVA,AIZL	chemical	4	2	DVA	AIZL		
N2U	3520	NR in plane	PVCR	AVBL,RID,AVBR	chemical	4	3	AVBL	RID	AVBR	
N2U	3752	NR in plane	RIAR	RMDVL,RMDR	chemical	4	2	RMDVL	RMDR		
N2U	4097	NR in plane	CEPDL	OLLL,AVER	chemical	4	2	OLLL	AVER		
N2U	4164	NR in plane	ALA	ASJR	chemical	4	1	ASJR			
N2U	4342	NR in plane	AUAR	RIBR,AVER	chemical	4	2	RIBR	AVER		
N2U	4404	NR in plane	CEPDR	OLQDR,RIH	chemical	4	2	OLQDR	RIH		
N2U	4451	NR in plane	RIMR	RMDR,dBWML5	chemical	4	2	RMDR	dBWML5		
N2U	4459	NR in plane	RIS	RIMR,AVER	chemical	4	2	RIMR	AVER		
N2U	4487	NR in plane	CEPDL	URBL,RICL,OLQDL	chemical	4	3	URBL	RICL	OLQDL	
N2U	4611	NR in plane	RIGL	RMHR,AVKR	chemical	4	2	RMHR	AVKR		
N2U	5056	NR in plane	ASHR	HSNR,HSNL	chemical	4	2	HSNR	HSNL		
N2U	5091	NR in plane	ADEL	IL2L,RMDL	chemical	4	2	IL2L	RMDL		
N2U	5506	NR in plane	URADL	RMEL,dBWML6	chemical	4	2	RMEL	dBWML6		
N2U	5524	NR in plane	RMDDL	dBWMR1,RMDVR	chemical	4	2	dBWMR1	RMDVR		
N2U	5687	NR in plane	PVQL	AIAL,ASKL	chemical	4	2	AIAL	ASKL		
N2U	5689	NR in plane	ASJL	PVQL,ASKL	chemical	4	2	PVQL	ASKL		
N2U	1797	Not NR	AFDR	ADFR	electrical	4	1	ADFR			
N2U	3303	Not NR	RICL	AWBR	electrical	4	1	AWBR			
N2U	4278	Not NR	PVPR	AQR	electrical	4	1	AQR			
N2U	6051	Not NR	ADFL	ADAL	electrical	4	1	ADAL			
N2U	6055	Not NR	RIGR	RIGL	electrical	4	1	RIGL			
N2U	6057	Not NR	ADFR	ADAR	electrical	4	1	ADAR			
N2U	6128	Not NR	AWBL	AUAL	electrical	4	1	AUAL			
N2U	6140	Not NR	AVKL	ADER	electrical	4	1	ADER			
N2U	6141	Not NR	AVKL	AQR	electrical	4	1	AQR			
N2U	6144	Not NR	AVDL	AVAL	electrical	4	1	AVAL			
N2U	6213	Not NR	VA02	SABD	electrical	4	1	SABD			
N2U	6231	Not NR	VA02	SABD	electrical	4	1	SABD			
N2U	6300	Not NR	DA01	AVAR	electrical	4	1	AVAR			
N2U	6302	Not NR	DA01	AVAR	electrical	4	1	AVAR			
N2U	6408	Not NR	PVCR	AVJL	electrical	4	1	AVJL			
N2U	6627	Not NR	VA01	DA02	electrical	4	1	DA02			
N2U	6696	Not NR	PVQR	AVFL	electrical	4	1	AVFL			
N2U	6913	Not NR	AVFR	AVFL	electrical	4	1	AVFL			
N2U	7538	Not NR	VB06	AVBR	electrical	4	1	AVBR			
N2U	7678	Not NR	VA06	AVAL	electrical	4	1	AVAL			
N2U	7843	Not NR	DB04	AVBR	electrical	4	1	AVBR			
N2U	7844	Not NR	DB04	AVBL	electrical	4	1	AVBL			
N2U	8985	Not NR	SMBVR	AVKR	electrical	4	1	AVKR			
N2U	8996	Not NR	RIS	AVJL	electrical	4	1	AVJL			
N2U	9234	Not NR	DA05	AVAR	electrical	4	1	AVAR			
N2U	9240	Not NR	VD02	VD01	electrical	4	1	VD01			
N2U	9280	Not NR	RICL	ASHL	electrical	4	1	ASHL			
N2U	10088	Not NR	VA05	AVAR	electrical	4	1	AVAR			
N2U	10209	Not NR	VD04	VD03	electrical	4	1	VD03			
N2U	10237	Not NR	VD08	VD07	electrical	4	1	VD07			
N2U	10474	Not NR	VB08	AVBL	electrical	4	1	AVBL			
N2U	1778	NR 45 deg	RIR	BAGR	electrical	4	1	BAGR			
N2U	3464	NR 45 deg	RIR	BAGL	electrical	4	1	BAGL			
N2U	4331	NR 45 deg	RIVR	RIVL	electrical	4	1	RIVL			
N2U	4762	NR 45 deg	RIGR	OLLR	electrical	4	1	OLLR			
N2U	4776	NR 45 deg	OLQVL	ADAL	electrical	4	1	ADAL			
N2U	4873	NR 45 deg	RMEV	GLRVL	electrical	4	1	GLRVL			
N2U	5350	NR 45 deg	OLLR	OLLL	electrical	4	1	OLLL			
N2U	5377	NR 45 deg	SMDDL	RIBR	electrical	4	1	RIBR			
N2U	5410	NR 45 deg	RMDR	AVER	electrical	4	1	AVER			
N2U	5569	NR 45 deg	IL1VL	IL1L	electrical	4	1	IL1L			
